GEO_ID,FIPS,Census Tract,Parish,Total Population,Median Home Value,% Medicaid/Public Insurance,Median Family Income,Poverty Rate (%),Labor Force Participation (%),Unemployment Rate (%),HS Degree or More (%),Bachelor's Degree or More (%),Broadband Internet (%),Disability Population (%)
1400000US22043020403,22043020403,204.03,Grant Parish,3725,213700,100,74459,7.3,63.9,1.6,89.7,22.6,37.5,11.6
1400000US22043020404,22043020404,204.04,Grant Parish,2353,119600,100,43508,26.7,48.6,6.3,89.4,18.9,51.6,25.6
1400000US22043020405,22043020405,204.05,Grant Parish,2604,126400,100,58684,29.4,57.4,0.2,78.9,13.8,50.9,18
1400000US22043020406,22043020406,204.06,Grant Parish,5496,217700,100,102500,6.2,28.4,0,76.8,9,58.8,26.6
1400000US22045030101,22045030101,301.01,Iberia Parish,4033,110900,100,51840,21.3,50.8,2.5,82.5,15.6,71.1,17.3
1400000US22045030102,22045030102,301.02,Iberia Parish,1673,195900,100,58608,35,62.8,20.6,86,22.3,77.2,19.3
1400000US22045030201,22045030201,302.01,Iberia Parish,2976,192400,100,87656,6.5,63.6,3,87.4,10.9,53.9,16.4
1400000US22045030202,22045030202,302.02,Iberia Parish,4992,271000,100,95763,13.1,66.1,0.8,83.2,17.2,68.7,12.7
1400000US22045030301,22045030301,303.01,Iberia Parish,3504,218100,100,70774,12.2,49.9,3.8,77,15.8,51.5,16.3
1400000US22045030303,22045030303,303.03,Iberia Parish,3322,102600,100,40126,20.2,50.7,8.9,76.7,3.4,53.4,12.8
1400000US22045030304,22045030304,303.04,Iberia Parish,2674,166700,100,47581,10.3,57.1,0.8,84.4,9.8,65.9,15.8
1400000US22045030401,22045030401,304.01,Iberia Parish,3682,154300,100,62700,19.2,57.8,2.8,82,9.5,55,14.7
1400000US22045030402,22045030402,304.02,Iberia Parish,3094,114300,100,50625,30.6,58.1,6.2,73.2,28.1,69.6,16.6
1400000US22045030500,22045030500,305,Iberia Parish,4283,148100,85.8,45914,25.9,59.6,18.9,83.1,22,68,18.7
1400000US22045030601,22045030601,306.01,Iberia Parish,1354,207100,100,78359,9.3,56.1,1.2,92.9,29.5,81.8,14.9
1400000US22045030602,22045030602,306.02,Iberia Parish,5296,209800,100,79685,8.8,59.7,7.6,92.6,16.7,77.8,18.4
1400000US22045030700,22045030700,307,Iberia Parish,4298,181500,100,70430,18.3,65.3,11.1,90.5,31.8,80.5,15.7
1400000US22045030800,22045030800,308,Iberia Parish,1395,75400,100,31029,37.1,48.5,21.1,77.5,3,66.2,23.8
1400000US22045030900,22045030900,309,Iberia Parish,3083,84400,100,20529,54.6,44.4,27.8,69.6,8.4,68.7,19.7
1400000US22045031000,22045031000,310,Iberia Parish,2033,88800,100,23832,39.2,48.3,6.1,73.5,7.6,62.8,21.2
1400000US22045031101,22045031101,311.01,Iberia Parish,3493,119100,100,41196,24.6,54,2.4,86.6,6.6,63.9,21.8
1400000US22045031102,22045031102,311.02,Iberia Parish,1942,188800,100,74141,9.7,59.3,0.6,84.5,24.5,87.6,15.9
1400000US22045031200,22045031200,312,Iberia Parish,3307,173200,100,70514,24.5,54,4,82.5,16,72.7,19.7
1400000US22045031301,22045031301,313.01,Iberia Parish,3825,119400,100,62725,14,62.1,5.3,88.9,7.4,71.6,14.1
1400000US22045031302,22045031302,313.02,Iberia Parish,1902,151400,100,60188,22.2,61.2,7.1,78.5,6.9,78.9,20.9
1400000US22045031600,22045031600,316,Iberia Parish,2438,179900,100,45417,26.4,53.1,14,77.6,6.7,49.2,32.9
1400000US22045990000,22045990000,9900,Iberia Parish,0,-,-,-,-,,,-,-,,-
1400000US22047952600,22047952600,9526,Iberville Parish,2285,118800,100,42222,27.2,56.9,6.5,82.1,12.4,45.2,21.3
1400000US22047952701,22047952701,9527.01,Iberville Parish,2541,138100,100,87778,13.7,66.5,5.1,91,12.8,64.5,19.9
1400000US22047952702,22047952702,9527.02,Iberville Parish,2945,188900,100,78209,10.8,62.9,3.6,77.9,20.7,83.2,20.7
1400000US22047952901,22047952901,9529.01,Iberville Parish,2552,143400,100,40868,17.8,31.9,3.3,70.4,13.4,51.3,23.8
1400000US22047952902,22047952902,9529.02,Iberville Parish,2132,156900,100,32115,39.2,36.4,0,82.5,10.4,59.1,23.4
1400000US22047953000,22047953000,9530,Iberville Parish,2112,123900,100,35000,28,50.9,19.5,88.6,11.3,59.2,21.2
1400000US22047953101,22047953101,9531.01,Iberville Parish,4858,166800,100,44137,29.6,51.1,7.7,83.9,20.9,71.6,20.8
1400000US22047953102,22047953102,9531.02,Iberville Parish,2356,146900,100,48529,10.5,58.2,3.7,95.6,5.4,72.1,16.3
1400000US22047953200,22047953200,9532,Iberville Parish,8034,275800,100,89782,10.4,50,6,81,28.9,63.7,7.1
1400000US22049970100,22049970100,9701,Jackson Parish,2501,111200,100,44250,21.6,41.1,8.3,77.9,12.9,27.5,25.5
1400000US22049970200,22049970200,9702,Jackson Parish,3651,150300,100,58018,15.2,53.3,3,92.7,16.6,33.9,17.2
1400000US22049970300,22049970300,9703,Jackson Parish,4411,113200,100,44727,13.2,43.3,11.8,83.3,10.4,34.5,12.1
1400000US22049970400,22049970400,9704,Jackson Parish,2857,88700,99,39647,33.8,49.5,6,83.2,22.5,44.1,20.2
1400000US22049970500,22049970500,9705,Jackson Parish,1464,77400,100,50547,32.1,44.1,8.3,87.5,11.7,47.2,19.3
1400000US22051020204,22051020204,202.04,Jefferson Parish,2437,503100,98.1,199417,0.8,61,0.5,97.7,69.9,83.4,15.3
1400000US22051020205,22051020205,202.05,Jefferson Parish,3059,113100,100,33194,19.8,81.3,4.3,81.3,20.9,66.4,12.3
1400000US22051020206,22051020206,202.06,Jefferson Parish,4210,351800,100,88187,11.2,59.7,2.9,94.3,48.3,78.6,17.7
1400000US22051020304,22051020304,203.04,Jefferson Parish,4697,433300,100,167969,4.7,64.8,7,96.8,67.2,83.9,18.1
1400000US22051020305,22051020305,203.05,Jefferson Parish,4504,400000,100,79534,13,66.7,2.8,93.8,45.9,67.1,16.6
1400000US22051020400,22051020400,204,Jefferson Parish,2911,356100,100,107083,7.3,58.5,0.6,98.2,57.8,89.5,11
1400000US22051020502,22051020502,205.02,Jefferson Parish,5709,190300,100,60095,20,52.6,6.2,79.5,17.3,72.4,20.6
1400000US22051020505,22051020505,205.05,Jefferson Parish,1607,216000,100,52500,21,51.3,12.7,81.7,16.8,56.1,21.8
1400000US22051020506,22051020506,205.06,Jefferson Parish,4656,270800,100,82740,13.3,69.6,6.1,83.2,21.9,83.7,13.9
1400000US22051020507,22051020507,205.07,Jefferson Parish,3678,222700,100,39089,20.9,63.4,2.8,77.8,19.7,60.6,16.5
1400000US22051020511,22051020511,205.11,Jefferson Parish,3573,303600,100,66029,5.9,62.3,1.3,94.5,37.3,78.4,16.3
1400000US22051020512,22051020512,205.12,Jefferson Parish,2365,436300,100,76318,7.6,58.6,5.4,92,44,78.5,10.6
1400000US22051020513,22051020513,205.13,Jefferson Parish,4883,288200,100,65909,16.7,74.3,4.9,93.8,45.6,72.6,11.7
1400000US22051020514,22051020514,205.14,Jefferson Parish,3603,400500,100,136250,6,64.9,3.2,99.6,57.9,82,10.5
1400000US22051020515,22051020515,205.15,Jefferson Parish,3513,234000,100,99048,3.4,73,0.7,95.2,36.1,87.8,17.6
1400000US22051020516,22051020516,205.16,Jefferson Parish,5073,215000,100,44853,25.6,59.5,5.1,77.8,15.1,61.1,19.6
1400000US22051020517,22051020517,205.17,Jefferson Parish,3820,384700,100,70200,1,74.8,3.8,94.2,54.5,75.6,12
1400000US22051020518,22051020518,205.18,Jefferson Parish,2820,247500,100,65511,5.4,66,4.1,77.8,29.5,75.2,22
1400000US22051020519,22051020519,205.19,Jefferson Parish,3949,205800,100,59560,15.5,61.3,9,89.7,34.2,75.8,14.5
1400000US22051020600,22051020600,206,Jefferson Parish,4991,-,100,36512,27.5,72.1,17.9,68.1,9.5,58,12.7
1400000US22051021000,22051021000,210,Jefferson Parish,2637,189200,100,64402,9.9,73.6,21.9,80.4,14.7,66.4,13.3
1400000US22051021100,22051021100,211,Jefferson Parish,2332,219400,100,96250,11.6,71.7,6.5,87.9,30.1,74.8,9
1400000US22051021200,22051021200,212,Jefferson Parish,2819,234600,100,50761,37.7,50.8,0,70.6,17.3,44.8,21.8
1400000US22051021300,22051021300,213,Jefferson Parish,2893,241300,100,86534,15.6,61.3,6.6,95.1,28.4,81.8,14.6
1400000US22051021400,22051021400,214,Jefferson Parish,2140,256600,100,109107,7.7,69.1,2.8,93,44.7,85.7,7.1
1400000US22051021500,22051021500,215,Jefferson Parish,2892,128600,90.5,40183,24.2,65.1,7.3,81,26.9,69.5,12.5
1400000US22051021601,22051021601,216.01,Jefferson Parish,2569,286100,100,51250,12.4,68.4,3.4,72.7,21.4,58.4,11.1
1400000US22051021602,22051021602,216.02,Jefferson Parish,1290,289300,100,86198,1.2,72.4,1,88.4,30.9,90.6,15
1400000US22051022601,22051022601,226.01,Jefferson Parish,2931,769800,95.1,128981,1.1,63.3,14,96.5,66,84.8,13.6
1400000US22051023003,22051023003,230.03,Jefferson Parish,3047,287800,100,131042,1.7,67.4,2,95.8,42.3,82,10.9
1400000US22051023004,22051023004,230.04,Jefferson Parish,4741,363300,100,96613,9.9,62.2,2.1,90.7,43.1,79.4,15.1
1400000US22051023300,22051023300,233,Jefferson Parish,1943,230200,100,76250,9.2,66,3.4,87,26.5,65.1,17.9
1400000US22051023400,22051023400,234,Jefferson Parish,3156,273000,100,93344,12.5,60,1.4,96.6,37.8,84.7,15
1400000US22051023500,22051023500,235,Jefferson Parish,4625,236800,98.6,72188,10.8,67.8,7.9,87.6,21.8,83.8,14.4
1400000US22051023600,22051023600,236,Jefferson Parish,5171,187900,100,67018,9.7,59,6,76.8,21.7,81.3,25.2
1400000US22051023700,22051023700,237,Jefferson Parish,1710,154500,100,38083,18.7,52.4,3,79,15.1,48.7,23.7
1400000US22051023800,22051023800,238,Jefferson Parish,3651,295500,100,48261,19.4,69.8,3.1,92,26.3,73.1,19.1
1400000US22051023901,22051023901,239.01,Jefferson Parish,2381,329600,100,87079,4,54.4,3.6,97.9,40.7,84.9,9.7
1400000US22051023902,22051023902,239.02,Jefferson Parish,2449,405700,100,130372,4.9,62.9,1.3,90.9,50.4,83.8,15.6
1400000US22051023903,22051023903,239.03,Jefferson Parish,2161,399800,100,116979,12.6,64.1,4.7,97.8,53,84.4,15.9
1400000US22051023904,22051023904,239.04,Jefferson Parish,2670,381300,100,66721,5.6,58,4.3,93.4,34.5,74.6,12.6
1400000US22051024001,22051024001,240.01,Jefferson Parish,2679,364400,100,82345,6.4,54.3,0.9,95.6,38.5,73.5,26.2
1400000US22051024002,22051024002,240.02,Jefferson Parish,3036,409300,100,122458,9.6,62.3,6.5,97.7,58.6,79.4,14
1400000US22051024100,22051024100,241,Jefferson Parish,3189,276300,100,55601,14.3,71.2,3.6,90.2,33.1,73.9,17.7
1400000US22051024202,22051024202,242.02,Jefferson Parish,5222,172200,87.6,89118,6.8,83.8,5.3,98.7,62.3,85.7,7.3
1400000US22051024300,22051024300,243,Jefferson Parish,2672,267900,100,71558,11.5,67.3,0.4,85.1,38.7,74.3,19.6
1400000US22051024400,22051024400,244,Jefferson Parish,2552,259100,100,57572,15.8,70.7,1.7,92.7,33.5,62.3,16.1
1400000US22051024500,22051024500,245,Jefferson Parish,1457,228400,100,53990,9.8,61.3,0,86.3,44.4,74.7,26.6
1400000US22051024601,22051024601,246.01,Jefferson Parish,947,216200,100,44228,19.4,73,1.9,83.6,20.3,55.3,17
1400000US22051024700,22051024700,247,Jefferson Parish,1634,279700,100,85181,13.7,67.6,5.3,92.3,41.9,95.4,20.3
1400000US22051024801,22051024801,248.01,Jefferson Parish,3179,907200,100,203929,1.5,68.5,2.1,100,80.8,95.2,7.7
1400000US22051024900,22051024900,249,Jefferson Parish,1296,243400,100,58750,18,66,7.3,90.2,33.2,78,18.6
1400000US22051025002,22051025002,250.02,Jefferson Parish,3257,179300,100,48141,17.8,48.4,17.8,69.8,13.2,50.4,20.9
1400000US22051025003,22051025003,250.03,Jefferson Parish,3444,240900,100,60000,15.9,66.2,14,91.1,17.4,77.3,11.3
1400000US22051025004,22051025004,250.04,Jefferson Parish,4271,247100,100,59637,28.6,70.5,7.8,81,24.5,56.3,17.5
1400000US22051025005,22051025005,250.05,Jefferson Parish,4855,211900,100,89765,6.9,70.7,4.3,86.4,39.3,85.1,8.4
1400000US22051025102,22051025102,251.02,Jefferson Parish,4854,273800,100,67336,26.1,68.8,9.8,91.7,33,78,11.4
1400000US22051025103,22051025103,251.03,Jefferson Parish,3262,213200,100,72297,20.3,70.5,5.5,90.4,22.2,69.3,10.7
1400000US22051025104,22051025104,251.04,Jefferson Parish,3601,197800,100,56779,19.7,68.3,17.6,87.1,21.5,69.5,16.4
1400000US22051025201,22051025201,252.01,Jefferson Parish,2890,161500,100,36900,29,71.7,7.9,70.7,15.8,63.6,17.8
1400000US22051025202,22051025202,252.02,Jefferson Parish,5946,225700,100,39134,18.9,70.9,5.5,78.1,14.7,75.3,11.1
1400000US22051025300,22051025300,253,Jefferson Parish,2118,313100,100,78864,16.3,71.6,9.2,79.5,24.6,51.7,16.8
1400000US22051025400,22051025400,254,Jefferson Parish,3961,165800,100,32233,24.3,56.7,2,79.4,17,64.9,11.4
1400000US22051025500,22051025500,255,Jefferson Parish,3112,149600,100,28451,48.7,62.6,5.4,59.3,16.4,62,14.1
1400000US22051025600,22051025600,256,Jefferson Parish,1535,286500,100,64914,17.2,64.5,6.5,81.5,30.9,67.6,18.6
1400000US22051025700,22051025700,257,Jefferson Parish,1374,174600,100,24896,46.2,55.4,4.8,83.6,19.5,57.9,27.1
1400000US22051025800,22051025800,258,Jefferson Parish,1438,278300,100,29635,36.8,53.2,11.7,66.3,26.8,46.1,36.8
1400000US22051025900,22051025900,259,Jefferson Parish,3574,352700,100,60488,18.5,45.3,5.9,80.5,28.4,69.1,11.2
1400000US22051026000,22051026000,260,Jefferson Parish,2115,177700,100,48839,27.7,61,24.6,78.2,10.3,54.1,31
1400000US22051026100,22051026100,261,Jefferson Parish,4719,171700,100,42708,34.5,56,9.9,65.9,14.6,41.9,21
1400000US22051026200,22051026200,262,Jefferson Parish,2111,121000,100,28516,31.6,54,11.4,84,14,40.2,22.8
1400000US22051026300,22051026300,263,Jefferson Parish,2108,207000,89.5,59673,14.7,55,0,81.6,12.7,62.1,17.1
1400000US22051026400,22051026400,264,Jefferson Parish,2028,164500,100,47599,32.1,50.9,8.5,85.8,20.7,57.3,20.2
1400000US22051026500,22051026500,265,Jefferson Parish,1709,243600,100,36806,29.4,39.9,0,79.8,15.7,44.2,26.5
1400000US22051026600,22051026600,266,Jefferson Parish,1979,140800,100,33395,28.2,60.9,5.8,81.4,18.8,65.9,25.7
1400000US22051026700,22051026700,267,Jefferson Parish,1655,165700,100,42120,12.8,48.2,10.2,75,8.3,56.8,24.6
1400000US22051026800,22051026800,268,Jefferson Parish,2647,139300,100,34752,21.9,69.7,9.6,81.9,13.4,48.8,23.6
1400000US22051026900,22051026900,269,Jefferson Parish,3079,116300,100,35337,38.3,42.6,12.5,68.1,13.2,64,24.8
1400000US22051027000,22051027000,270,Jefferson Parish,5766,186800,100,38618,36.3,57.7,13,69.7,20.7,65.9,23.8
1400000US22051027100,22051027100,271,Jefferson Parish,3458,196200,100,51128,24.2,52.8,1.1,74.8,12.6,55.3,17.9
1400000US22051027200,22051027200,272,Jefferson Parish,4554,172200,100,47456,18.8,49.2,4.2,80.6,18.3,63.1,26.4
1400000US22051027501,22051027501,275.01,Jefferson Parish,7288,178500,100,80059,22,69.3,4.2,84.4,14.2,67.7,21.5
1400000US22051027502,22051027502,275.02,Jefferson Parish,4244,147700,100,49375,30.9,59,15.7,80.3,24.5,62.4,12.3
1400000US22051027601,22051027601,276.01,Jefferson Parish,4918,139600,100,53120,25.7,62.2,9,83.4,23.9,62.7,17
1400000US22051027602,22051027602,276.02,Jefferson Parish,2994,51100,100,35759,18.4,65.9,13.1,78.6,7,59.7,9.6
1400000US22051027701,22051027701,277.01,Jefferson Parish,6254,185800,100,52407,24.4,58.9,7.3,85.4,11.2,65.2,18.2
1400000US22051027703,22051027703,277.03,Jefferson Parish,4171,165100,100,48550,29.6,68.8,7.3,74.4,9.4,73.9,18.8
1400000US22051027803,22051027803,278.03,Jefferson Parish,3713,164300,100,37446,13.3,77.9,5.2,85.9,12.9,58.4,22.8
1400000US22051027806,22051027806,278.06,Jefferson Parish,6810,212700,100,58867,12.2,60.7,5.6,82.6,12.9,86.2,23.3
1400000US22051027810,22051027810,278.1,Jefferson Parish,2996,181400,87.3,66392,19.1,63.6,12.1,85.8,14.9,58.7,22.4
1400000US22051027811,22051027811,278.11,Jefferson Parish,3880,194500,100,78975,16.3,47.3,5.6,71.9,13.9,60.3,17.8
1400000US22051027812,22051027812,278.12,Jefferson Parish,4887,187200,100,75556,20.7,70.1,9.1,84.2,22.7,76.4,15.8
1400000US22051027813,22051027813,278.13,Jefferson Parish,3968,349800,100,72280,7.6,62.3,3.4,91.9,35.4,82.9,14.5
1400000US22051027814,22051027814,278.14,Jefferson Parish,3355,319500,100,85406,12.9,61.1,3,90.9,34.6,74.5,14.6
1400000US22051027815,22051027815,278.15,Jefferson Parish,2288,225000,90.7,110709,14.1,55.5,11.7,87.6,20.6,82.9,20.4
1400000US22051027816,22051027816,278.16,Jefferson Parish,5575,259600,100,98185,14.4,60.6,1.9,95.8,34.1,70.6,17.1
1400000US22051027817,22051027817,278.17,Jefferson Parish,4678,216600,100,86663,20.3,62.5,10.7,85.9,27,75.4,24.6
1400000US22051027818,22051027818,278.18,Jefferson Parish,3274,349700,100,125500,4.4,64.3,4.2,86.8,29.7,86,13
1400000US22051027819,22051027819,278.19,Jefferson Parish,3032,229100,100,64135,7.1,70.9,5,73.6,15,82,16.7
1400000US22051027820,22051027820,278.2,Jefferson Parish,4279,200600,100,69853,16,56.3,6.2,78.3,19.7,75.9,23.6
1400000US22051027903,22051027903,279.03,Jefferson Parish,623,269500,100,-,43.1,38.4,20.3,87.9,15.4,39.9,36.1
1400000US22051027904,22051027904,279.04,Jefferson Parish,3298,205300,100,63895,10.2,55.9,10.8,81.6,10.6,57,16.5
1400000US22051028000,22051028000,280,Jefferson Parish,5672,222400,92.8,86097,19.1,72,7.3,85,21.5,67.9,8
1400000US22051028200,22051028200,282,Jefferson Parish,4674,150900,100,64268,11,58.9,12.3,74.1,11.3,55.6,17.1
1400000US22051028300,22051028300,283,Jefferson Parish,2876,160600,100,36756,32.4,60.1,13.8,78.5,12.8,54.2,26.6
1400000US22051028400,22051028400,284,Jefferson Parish,5231,334900,100,96290,5.4,62.5,2.7,95.1,41.4,78,14.1
1400000US22051028500,22051028500,285,Jefferson Parish,3845,362400,100,102386,8.5,70,4,92.8,43.6,78.2,12.8
1400000US22051028600,22051028600,286,Jefferson Parish,2553,345100,100,98674,5.2,67,2.3,96,48.8,82.1,13.1
1400000US22051028700,22051028700,287,Jefferson Parish,4027,-,100,60192,17,71.2,1.9,86.6,43.9,77.8,15.3
1400000US22051028800,22051028800,288,Jefferson Parish,4493,492400,100,56795,7.3,67.2,7.5,93.9,41.6,59.7,8.6
1400000US22051028900,22051028900,289,Jefferson Parish,3792,325700,100,67083,17.3,65.5,5.5,96.4,43.6,80.7,12.6
1400000US22051029000,22051029000,290,Jefferson Parish,2597,250900,100,52475,10.3,59.1,4.7,85.7,33.7,77,21.3
1400000US22051029100,22051029100,291,Jefferson Parish,3060,230600,100,58581,19.3,55.3,0,92.5,27.8,72.7,24.9
1400000US22051029200,22051029200,292,Jefferson Parish,3854,457000,100,85987,7.5,61.6,1.4,96,53.3,73.8,13.6
1400000US22051029300,22051029300,293,Jefferson Parish,4176,482400,100,70341,10.6,55.7,2,92.8,57.2,73.8,19
1400000US22051029400,22051029400,294,Jefferson Parish,3920,423900,99.3,95870,1.3,54.4,3.4,96.5,62.7,77.8,11.6
1400000US22051029500,22051029500,295,Jefferson Parish,3644,422800,100,99074,7.1,67.6,4.5,96.6,58.5,84.4,11.7
1400000US22051029600,22051029600,296,Jefferson Parish,5271,243900,100,55901,12.9,79.7,6.3,85.8,24.3,65.6,9
1400000US22051029700,22051029700,297,Jefferson Parish,2945,283300,100,43901,30.4,71.3,11.9,84.7,37.9,57.1,9.5
1400000US22051029800,22051029800,298,Jefferson Parish,3559,276100,100,47300,19,60.7,7.5,85.1,38.7,67.9,10.5
1400000US22051029900,22051029900,299,Jefferson Parish,3890,130300,100,27186,38.5,65.7,13.2,88.3,19.9,47.8,28.1
1400000US22051030000,22051030000,300,Jefferson Parish,2515,304100,100,74519,10.2,72.9,5.9,97.3,33.3,78.3,11.2
1400000US22051030100,22051030100,301,Jefferson Parish,4357,308700,100,75865,10.3,58.4,6.1,87.9,32.8,67.6,14
1400000US22051030200,22051030200,302,Jefferson Parish,4869,310900,100,75938,10.3,57.8,2.2,94.8,26.4,73.3,15.1
1400000US22051030300,22051030300,303,Jefferson Parish,3026,174600,100,51260,17.3,68.7,0.4,97.7,50,69.3,9.8
1400000US22051980000,22051980000,9800,Jefferson Parish,0,-,-,-,-,,,-,-,,-
1400000US22051990000,22051990000,9900,Jefferson Parish,0,-,-,-,-,,,-,-,,-
1400000US22051990100,22051990100,9901,Jefferson Parish,0,-,-,-,-,,,-,-,,-
1400000US22053000100,22053000100,1,Jefferson Davis Parish,5175,158500,100,69470,12.1,65.1,4,81.3,13,36.6,18.2
1400000US22053000200,22053000200,2,Jefferson Davis Parish,6048,218600,100,70870,6,52.1,6.7,93.5,23.9,54.6,11.7
1400000US22053000300,22053000300,3,Jefferson Davis Parish,4802,157200,100,57143,16.5,54.6,3.5,89.9,9.2,57.2,21.3
1400000US22053000401,22053000401,4.01,Jefferson Davis Parish,2725,86600,100,51042,26.9,55.5,5.9,75.2,12.7,59.6,19.9
1400000US22053000402,22053000402,4.02,Jefferson Davis Parish,3788,170400,100,71579,18,55.5,5.1,91.3,13.5,55.8,17
1400000US22053000500,22053000500,5,Jefferson Davis Parish,4475,166500,100,59293,13.1,52.6,2.1,80.2,18.6,74.5,14.5
1400000US22053000600,22053000600,6,Jefferson Davis Parish,2715,68100,100,40511,23.8,53.4,6.3,76,12.1,33.3,22.5
1400000US22053000700,22053000700,7,Jefferson Davis Parish,2196,125800,100,42206,19.4,48.3,5.3,77.5,16.7,60.9,22.2
1400000US22055000100,22055000100,1,Lafayette Parish,2540,215500,29.3,29839,25.9,38.7,7,74.8,32.8,81.6,16.4
1400000US22055000200,22055000200,2,Lafayette Parish,1927,58900,100,33440,32.9,42.1,19.6,74.8,7.8,46.1,37.4
1400000US22055000500,22055000500,5,Lafayette Parish,2949,235000,100,67899,12.1,77.2,13.5,95.7,51.6,93.3,6.7
1400000US22055000602,22055000602,6.02,Lafayette Parish,4158,256500,100,51936,23.5,61.2,2.6,92.3,40.9,75.6,13.7
1400000US22055000603,22055000603,6.03,Lafayette Parish,2551,187000,100,48594,24.4,62.3,0.5,81.7,30.2,77,16.3
1400000US22055000605,22055000605,6.05,Lafayette Parish,2526,233900,100,44740,13.2,78.2,10.7,98.5,52.8,69.9,7
1400000US22055000606,22055000606,6.06,Lafayette Parish,3840,164700,100,81758,10.8,70.8,1.7,91.4,47.3,84.2,14.6
1400000US22055000700,22055000700,7,Lafayette Parish,2493,80900,100,19279,54.2,47,7.7,80.8,4.7,70,20.6
1400000US22055000800,22055000800,8,Lafayette Parish,2322,90800,100,20430,40.4,62.6,10.5,75.5,3.6,55.2,10.3
1400000US22055000900,22055000900,9,Lafayette Parish,1644,67500,100,19816,56.9,45.3,12,57.1,8.2,64,21
1400000US22055001001,22055001001,10.01,Lafayette Parish,5758,172400,100,72656,15.7,71.3,10.6,94.2,33.8,78.8,7
1400000US22055001002,22055001002,10.02,Lafayette Parish,3572,180900,100,47877,19.8,59.8,0.6,91.5,21.9,76.9,13.6
1400000US22055001003,22055001003,10.03,Lafayette Parish,3536,223400,100,68257,8.9,58.1,3.5,91.6,42.6,83.7,15.7
1400000US22055001100,22055001100,11,Lafayette Parish,5528,64200,100,32079,38.4,53.6,15.1,77.6,8.9,76.2,20.6
1400000US22055001201,22055001201,12.01,Lafayette Parish,2802,157300,94.9,28010,46.8,51.9,8.2,83.6,28.2,58.7,15.7
1400000US22055001202,22055001202,12.02,Lafayette Parish,4373,171100,100,50501,16.8,50.4,9.5,81.9,19.1,71.3,19.4
1400000US22055001301,22055001301,13.01,Lafayette Parish,1456,162500,100,52192,24.1,64.1,7.3,97.6,42.5,75.3,16.4
1400000US22055001302,22055001302,13.02,Lafayette Parish,2932,-,96.8,-,52.3,43,21.1,75.6,12.7,44.5,13.3
1400000US22055001403,22055001403,14.03,Lafayette Parish,5882,375000,100,77131,17.3,54.8,5.2,89.2,49.7,78.5,22.1
1400000US22055001408,22055001408,14.08,Lafayette Parish,2587,241900,100,85125,15.7,68.1,6.3,92,40.1,90.8,11.1
1400000US22055001412,22055001412,14.12,Lafayette Parish,5628,361800,100,94437,10.1,73.1,3.6,97.3,61.1,88.8,8
1400000US22055001413,22055001413,14.13,Lafayette Parish,4342,377600,100,111000,14.9,66.9,1.6,92.2,46.3,76.1,10.7
1400000US22055001414,22055001414,14.14,Lafayette Parish,6606,260500,100,117803,14.2,80.4,3.2,97.3,47,84.6,6.6
1400000US22055001415,22055001415,14.15,Lafayette Parish,4489,267400,100,105263,15.3,73.3,4.3,97.1,44.2,85,11.5
1400000US22055001416,22055001416,14.16,Lafayette Parish,3150,339800,100,88631,6.3,64.8,0.8,96.3,60.8,87.3,14.9
1400000US22055001417,22055001417,14.17,Lafayette Parish,6715,289500,100,95947,8.5,76.9,9.4,94.3,42.4,86.1,6.9
1400000US22055001418,22055001418,14.18,Lafayette Parish,3388,292700,100,87250,13,67.3,6,89.7,49.8,83.7,8.4
1400000US22055001419,22055001419,14.19,Lafayette Parish,4844,303900,100,63750,19.6,57.6,3.5,93.2,44.9,75.2,14.5
1400000US22055001420,22055001420,14.2,Lafayette Parish,3953,268100,100,68487,11.2,72.7,2.4,94.8,28.9,89.7,7
1400000US22055001421,22055001421,14.21,Lafayette Parish,2797,271000,100,70440,8.7,71.4,1.8,99.4,38.6,90.9,11.7
1400000US22055001422,22055001422,14.22,Lafayette Parish,1948,664000,100,62269,8.2,59.3,2.2,93,52.3,85.1,13.7
1400000US22055001423,22055001423,14.23,Lafayette Parish,3767,401800,100,127821,6.7,69.6,2.1,95.1,62.1,82,9.5
1400000US22055001424,22055001424,14.24,Lafayette Parish,6697,269600,100,94063,10.3,73.3,2.1,90,27.8,87.7,10.1
1400000US22055001425,22055001425,14.25,Lafayette Parish,3410,248500,100,68466,10.6,69.1,0.6,85.4,44.1,84.4,12.9
1400000US22055001426,22055001426,14.26,Lafayette Parish,7724,302200,100,98762,23.8,67.2,1.7,94.3,39.6,89.2,13.2
1400000US22055001427,22055001427,14.27,Lafayette Parish,10133,271500,100,92375,5.7,71.9,4.2,95.5,33.4,81.3,9.1
1400000US22055001428,22055001428,14.28,Lafayette Parish,7494,289700,100,115125,5.3,78.2,0.1,96.8,40,89.6,7
1400000US22055001500,22055001500,15,Lafayette Parish,5229,442700,100,111923,7.8,64.4,4.2,97.2,68.8,86.3,16.9
1400000US22055001600,22055001600,16,Lafayette Parish,3512,382400,100,121134,2.9,66.7,0.7,99.4,78.1,94.2,5.6
1400000US22055001700,22055001700,17,Lafayette Parish,6269,238800,100,84855,11.9,70.9,0.7,97.9,38.6,88.2,13.9
1400000US22055001801,22055001801,18.01,Lafayette Parish,3390,188900,100,52930,16.1,61.1,18.2,87.3,25.5,83.2,13.7
